avg_monthly_income,income_std_dev,income_trend,income_sources_count,salary_days_variance,avg_monthly_spend,spend_to_income_ratio,discretionary_spend_ratio,balance_low_days,cash_withdrawal_ratio,utility_payment_ratio,avg_payment_delay,missed_payments,payment_consistency_score,mobile_recharge_gap,informal_loans_count,informal_repayment_ratio,bnpl_usage_freq,bnpl_on_time_ratio,short_term_borrow_freq,repayment_borrow_ratio,avg_monthly_sales,sales_growth_rate,order_cancellation_rate,repeat_customer_ratio,business_age_months,age,residence_years,employment_years,salary_account_flag,upi_transaction_count,digital_txn_ratio,unique_merchants_per_month,avg_txn_size,account_tenure_months,num_bank_accounts,savings_ratio,emi_burden_ratio,bounce_count,self_transfer_ratio,night_txn_ratio,credit_enquiry_count,insurance_payment_ratio,loan_to_income_proxy,rd_sip_flag,overdraft_usage_flag,tax_filing_flag,gst_registered_flag
41556.96,1883.55,-1.0,2.0,0.25,47133.9,1.1342,0.2077,18.0,0.4372,0.5793,25.55,6.0,22.2,20.78,5.0,0.5472,1.0,0.4451,4.0,0.4592,-1.0,-999.0,-1.0,-1.0,-1.0,61.0,11.8,0.4,,8.0,0.4102,18.0,645.67,36.4,1.0,-0.1533,0.2411,6.0,0.1235,0.1193,7.0,0.4081,8.6796,1.0,1.0,1.0,
81187.62,,1.0,2.0,3.21,54054.72,,0.3629,6.0,0.1701,0.918,,7.0,32.87,18.15,1.0,,0.0,0.7367,1.0,0.8686,293732.35,,,0.7325,44.9,18.0,0.2,7.2,1.0,17.0,0.7157,44.0,305.39,68.9,1.0,0.3181,0.0862,5.0,0.0884,0.0649,2.0,0.8952,3.1032,0.0,0.0,1.0,0.0
41692.41,13557.97,-1.0,1.0,11.32,48563.32,1.1648,0.2684,21.0,0.4761,0.445,24.29,8.0,10.52,36.31,7.0,0.3112,0.0,0.4588,5.0,0.3049,,-999.0,-1.0,-1.0,-1.0,50.0,7.2,2.7,0.0,10.0,0.325,6.0,1942.53,29.8,1.0,-0.1816,,8.0,0.0776,0.1569,9.0,0.5215,10.0,0.0,0.0,1.0,0.0
49786.42,2017.47,,3.0,4.0,45878.19,,0.2425,14.0,0.4191,0.6018,33.25,6.0,13.8,10.0,3.0,0.4671,,0.5555,3.0,0.5572,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,3.5,3.6,1.0,10.0,0.514,28.0,406.0,25.3,2.0,0.0636,0.1584,5.0,0.0757,0.0719,6.0,0.6493,,0.0,0.0,1.0,0.0
55321.23,21312.38,-1.0,4.0,1.04,58618.38,1.0596,0.2613,15.0,0.4696,0.5922,23.03,7.0,16.39,33.22,4.0,0.3918,1.0,0.5373,3.0,0.5155,-1.0,-999.0,-1.0,-1.0,-1.0,28.0,3.2,0.0,0.0,10.0,0.5172,28.0,518.75,35.4,2.0,-0.0577,0.1938,6.0,,0.1921,6.0,0.5205,6.9768,0.0,0.0,0.0,0.0
44542.15,2556.52,0.0,1.0,0.51,42911.91,0.9634,0.2113,,0.3487,0.6017,26.14,6.0,20.0,21.25,4.0,0.5977,1.0,0.4871,3.0,0.4013,-1.0,-999.0,-1.0,-1.0,-1.0,36.0,7.2,1.3,1.0,8.0,0.511,30.0,354.64,46.1,1.0,0.0323,0.1935,5.0,0.1253,0.0985,6.0,0.5599,6.966,0.0,0.0,1.0,0.0
,3157.84,-1.0,,6.72,24597.18,1.2542,0.0714,21.0,0.5767,0.4725,,8.0,26.09,10.01,,0.3286,1.0,0.2885,6.0,0.2932,,-0.1885,0.2615,0.147,80.3,32.0,3.8,0.5,,2.0,0.2019,6.0,983.89,15.2,1.0,-0.2429,0.3711,6.0,0.0436,0.1015,,0.3507,10.0,0.0,0.0,0.0,0.0
181248.06,18793.29,0.0,1.0,4.0,76939.8,0.4245,,0.0,0.1988,0.9984,23.83,9.0,19.59,5.0,0.0,1.0,3.0,0.9701,0.0,1.0,,-999.0,-1.0,-1.0,-1.0,55.0,26.6,19.9,1.0,15.0,0.9627,61.0,314.04,298.3,2.0,0.5463,0.0,6.0,0.1439,0.0911,0.0,,0.0,1.0,0.0,1.0,0.0
,2636.27,1.0,1.0,1.88,,0.6387,0.3291,6.0,0.2386,0.7113,8.35,0.0,68.47,10.88,1.0,0.7872,0.0,0.8067,1.0,0.8289,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,5.6,7.2,,13.0,0.7347,52.0,181.64,83.7,1.0,0.3769,0.0861,0.0,0.1439,0.0604,2.0,0.7787,3.0996,1.0,,1.0,0.0
92122.59,4342.2,-1.0,1.0,1.46,47664.23,0.5174,0.3174,6.0,0.1769,0.7996,17.45,7.0,20.4,5.0,,0.8214,2.0,0.9671,0.0,,-1.0,-999.0,-1.0,-1.0,-1.0,41.0,13.5,10.3,1.0,10.0,0.7951,56.0,211.84,105.8,2.0,0.4823,0.0391,5.0,0.0646,0.0466,1.0,0.8277,1.4076,1.0,0.0,1.0,0.0
65726.94,15808.13,-1.0,1.0,3.34,,0.7624,0.3582,9.0,0.2142,0.727,22.92,4.0,28.44,19.73,1.0,0.7783,1.0,0.7876,1.0,0.7357,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,,4.2,0.0,13.0,0.6373,38.0,,77.6,1.0,0.2413,0.1267,4.0,0.0477,0.0602,3.0,0.7391,4.5612,0.0,,1.0,0.0
32029.1,1564.89,-1.0,2.0,0.42,36119.22,1.1277,0.0937,19.0,0.4237,0.5507,18.05,4.0,,11.18,6.0,0.3757,,0.3504,,0.3287,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,1.7,1.2,1.0,5.0,0.2697,17.0,523.47,12.7,1.0,-0.1282,0.3286,3.0,0.1267,0.0768,8.0,0.4307,10.0,0.0,0.0,0.0,0.0
,3781.22,0.0,2.0,0.27,35218.13,0.5704,0.3599,5.0,0.3085,0.791,1.31,0.0,74.82,5.0,0.0,0.8497,4.0,0.8794,1.0,0.8252,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,10.7,6.6,1.0,5.0,0.8216,57.0,153.79,102.7,1.0,0.4129,0.0837,0.0,,0.0601,2.0,,3.0132,0.0,0.0,,0.0
63965.81,15744.88,-1.0,2.0,2.73,56814.43,0.8882,,15.0,0.3018,,23.03,2.0,46.6,10.0,3.0,0.5018,0.0,0.5627,,0.5564,-1.0,-999.0,,-1.0,-1.0,41.0,10.5,3.6,0.0,11.0,0.4992,26.0,541.09,,3.0,0.1005,0.1982,1.0,,0.0772,6.0,0.5884,7.1352,0.0,0.0,0.0,0.0
68821.21,3438.41,1.0,1.0,0.05,63948.67,0.9292,0.2645,13.0,0.3271,0.5932,32.31,5.0,23.12,21.21,3.0,0.5592,0.0,0.7063,3.0,0.5648,,-999.0,-1.0,-1.0,-1.0,30.0,6.1,3.5,1.0,14.0,0.5563,41.0,387.57,44.2,2.0,0.0755,0.1876,4.0,0.074,0.1113,5.0,0.7015,6.7536,1.0,0.0,1.0,0.0
48618.22,7469.0,0.0,2.0,6.22,42944.47,0.8833,0.1988,14.0,0.3096,0.796,29.11,5.0,36.41,90.0,3.0,0.6899,1.0,0.4832,3.0,0.4346,184608.76,0.1815,0.1863,0.5738,,36.0,7.0,,0.0,14.0,0.4876,33.0,322.89,38.4,1.0,0.1436,0.1328,4.0,0.0752,0.0846,5.0,0.5397,4.7808,0.0,1.0,0.0,1.0
82838.53,5784.0,1.0,2.0,0.2,61565.6,0.7432,0.3641,,0.219,0.7308,17.68,4.0,38.58,15.42,2.0,0.7418,0.0,0.7443,2.0,0.7049,-1.0,-999.0,,-1.0,-1.0,31.0,6.4,,1.0,18.0,0.6549,,373.12,58.2,2.0,0.2688,0.1244,3.0,0.0672,,3.0,0.733,4.4784,1.0,0.0,1.0,0.0
92129.32,14391.04,1.0,3.0,12.6,67263.62,0.7301,0.3544,11.0,0.22,0.7984,12.64,6.0,,8.19,1.0,0.7441,0.0,0.7544,2.0,0.7427,351808.07,-0.0911,0.099,0.6824,137.5,30.0,,4.1,0.0,,0.7082,40.0,,67.3,2.0,0.2453,0.0609,5.0,0.1124,0.0711,3.0,0.7622,2.1924,1.0,1.0,0.0,1.0
68696.69,4273.49,-1.0,1.0,1.17,59347.07,0.8639,0.2995,12.0,0.2861,0.6864,58.74,9.0,0.0,,3.0,,1.0,0.6943,2.0,0.5456,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,6.4,1.9,0.0,14.0,0.5757,,,50.6,3.0,0.1695,0.1404,8.0,,0.0933,,0.624,5.0544,,0.0,1.0,0.0
28084.07,,1.0,2.0,15.73,24567.94,,0.1297,18.0,0.4432,0.4944,18.5,,13.26,20.69,5.0,0.4065,0.0,0.5154,4.0,0.4154,113086.22,,0.2378,0.2688,40.8,30.0,3.1,2.9,0.0,3.0,0.2498,13.0,463.55,28.1,1.0,0.1132,0.221,6.0,,0.082,7.0,0.4422,7.956,0.0,0.0,0.0,0.0
69196.49,4244.87,0.0,2.0,0.91,54976.61,0.7945,0.2278,14.0,0.3773,,32.11,6.0,20.39,,3.0,0.5124,0.0,0.634,3.0,0.5739,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,5.2,5.2,,16.0,0.5095,,379.15,63.5,1.0,0.2304,0.1441,5.0,0.0891,0.0709,5.0,0.682,5.1876,,0.0,0.0,0.0
155729.64,23585.21,1.0,3.0,7.8,69034.95,0.4433,0.4478,3.0,0.1088,0.8634,23.54,7.0,23.01,17.95,0.0,0.9918,2.0,0.8492,1.0,0.8996,582040.97,-0.0074,0.0275,0.7584,74.9,39.0,13.7,11.2,,22.0,0.8495,49.0,350.43,144.8,2.0,,0.0118,5.0,0.0466,0.0712,0.0,0.95,0.4248,1.0,0.0,1.0,1.0
,3747.0,0.0,1.0,,44245.49,0.8953,0.228,17.0,,,24.03,8.0,2.52,,5.0,0.5059,0.0,0.4849,4.0,0.4969,-1.0,-999.0,-1.0,-1.0,-1.0,29.0,3.8,2.8,1.0,14.0,0.4358,17.0,641.24,16.9,2.0,0.1207,0.2361,8.0,0.0843,,7.0,0.5537,8.4996,0.0,1.0,0.0,0.0
59095.47,13039.58,1.0,,20.0,47577.76,0.8051,0.2795,14.0,0.2533,0.7335,39.61,,15.96,21.38,,0.6119,3.0,0.7338,2.0,0.6028,,-999.0,-1.0,-1.0,-1.0,35.0,11.3,3.5,0.0,13.0,0.5375,40.0,295.51,78.1,2.0,0.198,0.1354,4.0,0.0867,0.0618,4.0,0.6765,4.8744,1.0,0.0,0.0,
67790.34,2741.25,1.0,,4.0,36267.83,0.535,0.3217,5.0,0.2029,0.8403,12.39,5.0,42.84,5.0,1.0,0.841,2.0,1.0,0.0,0.8061,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,5.8,5.6,1.0,,0.8387,,173.53,113.5,2.0,0.4698,,4.0,0.1278,0.082,1.0,0.8699,3.0996,1.0,0.0,1.0,0.0
156543.84,10996.18,1.0,1.0,0.19,81512.38,0.5207,0.3941,2.0,0.1128,0.9268,18.73,6.0,35.7,14.16,0.0,1.0,0.0,0.8909,0.0,0.9888,-1.0,-999.0,-1.0,-1.0,-1.0,38.0,13.3,15.7,1.0,11.0,0.8837,54.0,375.63,192.0,1.0,0.473,0.0207,5.0,0.0682,,0.0,0.9868,0.7452,1.0,0.0,1.0,0.0
30776.06,4969.16,-1.0,2.0,5.93,28187.79,0.9159,0.2004,15.0,0.4816,0.5651,37.83,4.0,30.25,46.49,4.0,,1.0,0.3937,3.0,0.3564,135593.81,0.2059,0.1924,0.4348,33.3,53.0,12.9,1.2,0.0,6.0,0.4641,26.0,,25.1,1.0,0.1316,0.2116,4.0,0.0677,0.069,7.0,0.5406,7.6176,0.0,0.0,1.0,
26154.0,1606.47,-1.0,1.0,2.11,29820.79,1.1402,0.1568,21.0,,,27.53,6.0,32.06,10.0,6.0,0.4036,,0.3706,5.0,0.2478,-1.0,-999.0,-1.0,,-1.0,30.0,7.2,0.0,1.0,12.0,0.2528,14.0,523.17,40.9,2.0,-0.1168,0.2757,6.0,0.0765,0.1111,9.0,0.4843,9.9252,,1.0,1.0,0.0
142887.53,36802.97,1.0,1.0,4.66,69943.45,0.4895,0.2661,2.0,0.2207,0.9879,8.75,1.0,83.77,12.53,0.0,0.9086,2.0,0.9695,0.0,,-1.0,-999.0,-1.0,,-1.0,,18.8,13.6,0.0,16.0,0.8544,63.0,276.46,174.2,,0.5073,0.0003,1.0,0.0741,0.0607,1.0,0.9858,0.0108,1.0,0.0,1.0,1.0
23255.48,,0.0,1.0,0.64,25520.56,1.0974,0.1833,22.0,0.4921,0.5076,37.25,10.0,0.0,,5.0,0.3357,,0.4855,4.0,0.2908,-1.0,-999.0,-1.0,-1.0,-1.0,34.0,3.8,0.0,1.0,3.0,,19.0,331.44,22.4,1.0,-0.0709,0.2661,7.0,0.0588,,8.0,0.4501,9.5796,0.0,0.0,0.0,0.0
41959.06,1920.48,0.0,3.0,2.16,41875.14,0.998,0.2581,17.0,0.3731,0.5512,26.14,,12.12,10.0,5.0,0.4567,1.0,0.5107,4.0,0.4781,-1.0,-999.0,-1.0,-1.0,,38.0,6.3,1.6,0.0,6.0,0.418,,644.23,15.8,1.0,0.0096,,6.0,0.0546,0.091,7.0,0.6001,7.2108,,0.0,0.0,0.0
58450.72,13919.2,-1.0,1.0,2.54,41663.67,0.7128,,14.0,0.258,0.7161,20.5,6.0,22.71,5.0,2.0,0.6796,4.0,0.6959,2.0,0.6862,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,5.6,3.6,1.0,8.0,0.5891,36.0,287.34,43.5,2.0,0.2675,0.1276,4.0,0.0793,0.0824,4.0,0.6892,,0.0,0.0,0.0,
30751.32,4880.42,1.0,3.0,1.84,30004.06,0.9757,,19.0,0.4639,0.5896,,6.0,18.78,27.66,4.0,0.4971,0.0,0.5386,4.0,0.4836,111502.09,-0.0112,0.2426,0.4315,68.6,21.0,2.0,0.0,1.0,6.0,0.3826,26.0,285.75,56.7,1.0,0.0386,0.1912,5.0,0.09,0.0812,7.0,0.4736,,0.0,0.0,0.0,0.0
,32994.63,0.0,1.0,4.84,64239.38,,0.4412,3.0,0.148,0.9064,14.54,6.0,38.56,30.08,,0.8186,1.0,0.8921,0.0,,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,8.6,7.4,1.0,20.0,0.9566,,271.05,113.9,2.0,0.5182,0.0904,4.0,0.1152,0.0707,2.0,,3.2544,1.0,,1.0,0.0
94800.66,6429.61,1.0,2.0,4.0,57923.2,0.611,0.4131,6.0,0.2123,0.7941,4.94,1.0,63.69,15.41,,0.8619,3.0,0.8179,1.0,0.7327,-1.0,-999.0,-1.0,-1.0,-1.0,45.0,16.0,7.1,0.0,21.0,0.8333,49.0,294.03,107.6,2.0,0.3954,0.0523,1.0,,0.0573,2.0,0.8049,1.8828,1.0,0.0,1.0,0.0
52214.67,4994.61,1.0,1.0,0.2,43296.4,0.8292,0.2334,14.0,0.3552,,17.74,3.0,41.14,90.0,3.0,0.6033,1.0,0.6698,3.0,0.5178,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,2.9,2.1,1.0,12.0,0.4889,31.0,,39.3,2.0,0.1777,0.1564,3.0,0.1132,0.0841,5.0,0.569,5.6304,0.0,0.0,1.0,
50347.36,7984.97,0.0,4.0,1.66,41148.9,0.8173,0.2905,11.0,0.3741,,35.16,4.0,29.85,16.35,3.0,0.5629,1.0,0.6329,2.0,0.5544,105901.67,0.0942,0.2102,0.5142,70.4,57.0,16.1,1.2,0.0,7.0,0.5241,,309.39,35.5,4.0,0.1715,0.1658,4.0,,0.0736,4.0,,5.9688,0.0,1.0,0.0,
65508.47,5381.18,0.0,1.0,1.52,,0.7077,0.3251,11.0,0.2355,,21.54,,25.82,9.84,1.0,0.6808,0.0,0.8224,1.0,0.7622,-1.0,-999.0,-1.0,-1.0,-1.0,31.0,7.0,7.3,0.0,14.0,0.6316,47.0,245.29,71.9,,0.2847,0.1087,,0.0787,0.0864,,0.6786,3.9132,0.0,0.0,1.0,0.0
192161.67,,1.0,2.0,0.14,72637.11,0.378,0.4092,1.0,0.1026,1.0,21.01,6.0,45.01,,0.0,1.0,4.0,1.0,0.0,,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,11.5,13.3,1.0,,0.9996,58.0,311.75,156.8,2.0,0.6382,0.0197,4.0,0.0682,0.0512,0.0,1.0,0.7092,1.0,0.0,1.0,0.0
25014.49,4042.64,1.0,,,25084.53,,0.1554,19.0,0.4611,0.5313,0.0,2.0,,32.21,6.0,0.3467,,0.4794,5.0,0.4581,,0.1779,0.2491,0.2222,103.3,28.0,4.9,2.4,1.0,0.0,,,473.29,32.9,2.0,,0.2537,2.0,0.0513,0.0823,9.0,0.5062,9.1332,0.0,0.0,0.0,1.0
158589.94,7315.6,0.0,2.0,1.09,69050.06,0.4354,0.3688,4.0,0.0965,0.8944,12.89,2.0,64.42,,0.0,0.873,5.0,0.9771,0.0,0.9384,-1.0,-999.0,,-1.0,-1.0,22.0,,8.3,1.0,23.0,0.8917,56.0,306.89,159.1,2.0,0.5634,0.0717,1.0,0.1452,0.0435,0.0,0.9075,2.5812,1.0,0.0,1.0,0.0
125835.93,20574.85,0.0,1.0,12.9,66869.21,0.5314,0.4017,4.0,0.1295,0.9429,4.79,0.0,90.23,16.76,0.0,0.953,3.0,1.0,,0.7797,233087.79,0.0731,0.0495,0.7091,68.0,42.0,15.0,7.1,0.0,18.0,0.9485,61.0,272.94,127.2,1.0,0.4493,0.0688,0.0,0.1195,0.0752,1.0,0.9221,2.4768,0.0,1.0,,1.0
22924.62,6988.42,1.0,2.0,18.73,24167.13,1.0542,0.1695,,0.4769,0.4444,37.64,5.0,27.99,10.0,6.0,0.4785,5.0,0.4644,5.0,0.4037,-1.0,-999.0,-1.0,-1.0,-1.0,39.0,4.4,1.2,1.0,,0.216,11.0,537.05,33.2,2.0,-0.0186,0.2683,5.0,0.1081,0.0996,8.0,0.3766,,0.0,0.0,0.0,1.0
66320.2,27059.3,-1.0,2.0,,57791.42,0.8714,0.2617,12.0,0.3739,0.7247,32.18,7.0,10.79,90.0,3.0,0.5963,0.0,0.6826,3.0,0.5371,-1.0,-999.0,-1.0,-1.0,,18.0,1.1,3.9,1.0,16.0,0.5087,24.0,595.79,45.9,,0.127,0.1582,6.0,0.0747,0.1511,5.0,0.6744,5.6952,0.0,0.0,1.0,0.0
69495.71,15735.33,0.0,2.0,6.13,53296.26,0.7669,0.2058,12.0,0.3233,0.716,31.31,2.0,52.1,13.22,3.0,0.6262,0.0,0.6139,3.0,0.6315,-1.0,-999.0,-1.0,-1.0,,18.0,3.8,2.6,1.0,15.0,0.5942,35.0,377.99,61.7,3.0,0.2625,,2.0,0.0994,0.1395,5.0,0.6286,2.664,1.0,1.0,0.0,0.0
49366.09,8522.85,-1.0,,2.12,54223.71,1.0984,0.2428,18.0,0.416,0.5103,0.0,4.0,46.7,10.0,5.0,0.4508,0.0,0.4867,4.0,0.3658,162230.74,-0.0971,0.2277,0.3236,38.0,21.0,0.9,0.0,1.0,9.0,0.3701,13.0,1023.09,21.6,2.0,-0.0597,0.2497,3.0,,,8.0,,8.9892,0.0,1.0,,1.0
103571.38,17270.92,,2.0,1.43,61013.9,,0.3461,9.0,0.1661,0.8525,,6.0,34.76,35.0,1.0,0.7168,5.0,0.8692,1.0,0.774,,0.0551,,0.7823,96.9,,7.2,6.3,0.0,20.0,0.8288,38.0,398.78,75.9,,0.4157,0.0696,4.0,,0.0561,2.0,0.8009,2.5056,0.0,0.0,1.0,1.0
49304.19,11133.5,1.0,,1.93,37101.4,0.7525,0.2949,10.0,0.2695,0.8289,16.45,5.0,35.35,14.88,1.0,0.8755,1.0,0.759,1.0,0.6924,-1.0,-999.0,-1.0,-1.0,-1.0,23.0,2.8,5.9,,6.0,0.6675,,204.98,89.9,1.0,0.2858,0.1233,5.0,0.0907,0.0543,,0.8611,4.4388,0.0,0.0,1.0,1.0
41297.93,2353.85,-1.0,2.0,0.22,44787.61,1.0845,,21.0,,0.5285,19.54,6.0,27.24,29.78,6.0,0.4553,,0.4517,5.0,0.2888,-1.0,-999.0,-1.0,-1.0,-1.0,42.0,6.3,1.4,1.0,8.0,0.3009,10.0,1092.38,40.9,2.0,-0.0816,0.3003,7.0,0.1217,0.0765,9.0,0.4737,10.0,0.0,0.0,0.0,0.0
43766.85,,0.0,1.0,9.21,32663.2,0.7463,0.2727,9.0,0.3061,0.7277,56.16,8.0,0.0,35.0,2.0,0.6806,4.0,0.7952,2.0,0.6429,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,2.2,7.2,0.0,,0.5943,41.0,197.96,58.3,3.0,0.2705,0.1106,7.0,0.0857,0.0646,4.0,0.5703,3.9816,,1.0,1.0,0.0
,4715.63,1.0,1.0,0.69,45344.21,0.5777,0.2874,5.0,0.1632,0.8742,11.7,6.0,,20.72,1.0,0.9127,1.0,0.8172,1.0,0.9262,-1.0,-999.0,-1.0,-1.0,-1.0,31.0,,10.1,1.0,6.0,0.7867,49.0,230.17,111.7,3.0,0.4187,0.0911,4.0,0.1644,0.0553,,0.8843,,0.0,0.0,1.0,0.0
,,1.0,1.0,0.62,34335.05,1.0937,0.0811,20.0,0.4194,0.4802,29.22,4.0,51.82,90.0,7.0,0.4252,0.0,0.4182,5.0,0.3183,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,2.5,0.0,0.0,8.0,,14.0,602.37,42.4,2.0,-0.0859,0.3548,5.0,0.1078,0.0924,9.0,0.4238,10.0,0.0,0.0,1.0,0.0
68286.47,11547.45,,1.0,6.37,31992.21,0.4685,0.3207,7.0,0.2165,0.8139,16.71,5.0,30.73,19.8,,0.733,3.0,0.8783,1.0,0.755,102580.79,0.0862,0.082,0.8855,62.7,24.0,4.1,7.9,0.0,9.0,0.7921,54.0,147.43,97.2,3.0,0.5225,0.0757,4.0,0.1162,0.0567,1.0,0.9162,2.7252,,0.0,1.0,1.0
18414.66,800.21,1.0,1.0,3.4,21626.18,1.1744,0.0998,25.0,0.5051,0.432,59.37,7.0,28.86,24.87,7.0,0.2681,0.0,0.4015,,0.1609,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,3.5,1.7,1.0,8.0,0.0677,5.0,1029.82,30.6,1.0,-0.1754,0.3851,,0.1001,0.0796,10.0,,10.0,1.0,1.0,1.0,0.0
115930.7,7716.26,0.0,,0.38,70972.77,0.6122,0.4215,5.0,0.1549,0.9138,0.74,0.0,88.03,21.99,1.0,0.7745,0.0,0.8028,1.0,0.9194,-1.0,-999.0,-1.0,-1.0,-1.0,41.0,23.0,9.0,1.0,22.0,0.947,55.0,321.14,93.8,1.0,0.3631,0.1335,0.0,0.1161,0.0778,1.0,0.8277,4.806,0.0,,1.0,0.0
120532.28,27256.64,1.0,1.0,,58807.7,0.4879,,5.0,0.0992,0.956,27.84,8.0,20.01,7.35,0.0,0.9509,2.0,0.8851,0.0,0.9416,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,6.4,9.9,0.0,,0.94,67.0,218.62,,3.0,0.4952,0.0282,6.0,0.1609,0.0472,1.0,0.9097,1.0152,1.0,0.0,1.0,1.0
39577.63,,0.0,2.0,8.06,31404.85,0.7935,0.1753,11.0,0.3197,0.7191,32.67,,13.82,45.19,,0.6208,2.0,,2.0,0.5996,,0.1953,0.1511,0.6033,98.8,,7.6,3.9,1.0,,0.6251,31.0,251.24,46.9,1.0,0.214,0.1678,5.0,0.1049,0.0809,4.0,0.6551,,0.0,0.0,1.0,0.0
261058.5,35025.55,0.0,2.0,2.79,100403.1,0.3846,0.4495,2.0,0.0864,1.0,,5.0,57.79,6.88,0.0,0.938,1.0,0.944,0.0,1.0,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,13.2,20.1,1.0,21.0,0.9076,64.0,390.67,309.1,1.0,,0.0,3.0,0.1591,0.0424,0.0,0.9232,0.0,1.0,0.0,1.0,0.0
25819.28,6324.47,0.0,1.0,4.67,27417.49,1.0619,0.0911,19.0,0.6342,0.6018,77.15,4.0,38.55,36.22,6.0,0.3733,5.0,0.4669,5.0,0.337,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.8,0.9,1.0,4.0,0.2907,15.0,449.47,23.4,1.0,-0.0929,0.2828,,0.0589,0.0815,8.0,0.493,10.0,0.0,,0.0,0.0
38038.43,1656.75,-1.0,1.0,0.43,38803.0,1.0201,0.1879,19.0,0.4275,0.44,,8.0,10.12,33.69,6.0,0.3746,0.0,0.4485,4.0,0.3142,-1.0,-999.0,-1.0,-1.0,-1.0,,4.3,0.6,1.0,8.0,0.3126,16.0,596.97,16.8,3.0,-0.0557,0.2631,7.0,0.0987,,8.0,0.5141,9.4716,0.0,1.0,0.0,0.0
31273.21,3935.4,-1.0,2.0,1.3,31864.27,,0.234,18.0,,0.5271,9.56,,15.45,54.56,4.0,0.4874,2.0,0.5107,3.0,0.3998,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,4.0,0.0,1.0,1.0,0.3933,25.0,315.49,32.0,2.0,-0.0266,0.2151,6.0,0.1285,0.0732,6.0,0.5393,7.7436,0.0,,0.0,0.0
10499.93,846.76,-1.0,1.0,1.48,,1.2861,0.1037,,0.5186,0.4779,3.19,4.0,61.63,30.65,8.0,0.249,3.0,0.3123,6.0,0.1569,,,-1.0,-1.0,,30.0,1.7,0.0,1.0,8.0,0.2461,2.0,1500.44,17.0,2.0,-0.2675,0.5008,5.0,,0.0895,10.0,0.3954,10.0,0.0,0.0,0.0,0.0
65026.45,17655.15,1.0,2.0,1.62,58146.65,,0.318,12.0,0.3287,0.6187,52.33,,19.72,59.34,3.0,0.6305,0.0,0.6425,3.0,0.4622,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.7,4.0,0.0,4.0,0.5366,20.0,717.86,33.0,1.0,0.095,,3.0,0.1024,0.1168,5.0,0.6437,5.3064,0.0,,,1.0
25942.66,1234.97,1.0,2.0,0.09,28329.38,1.092,0.1616,20.0,0.4718,,19.02,,21.42,44.12,6.0,0.3782,5.0,0.378,5.0,0.4258,-1.0,-999.0,-1.0,,-1.0,42.0,8.6,2.3,1.0,1.0,0.2976,12.0,578.15,9.1,3.0,,0.2876,6.0,0.0974,0.0808,,0.4609,10.0,0.0,1.0,1.0,0.0
,10956.11,,1.0,10.26,37989.59,0.769,0.2967,9.0,0.3237,0.8653,7.93,3.0,56.81,17.88,1.0,0.6975,4.0,0.6671,2.0,0.61,,-999.0,-1.0,-1.0,-1.0,32.0,9.3,1.9,0.0,4.0,0.627,,214.63,66.2,1.0,0.1909,,2.0,0.0538,0.0638,4.0,0.7048,5.1408,0.0,0.0,1.0,1.0
10971.06,1196.87,0.0,1.0,0.36,14028.69,1.2787,0.0526,22.0,0.5514,,34.45,8.0,28.84,10.0,8.0,0.295,0.0,0.2687,6.0,0.2225,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,1.5,0.0,1.0,4.0,0.1591,10.0,342.16,36.7,1.0,-0.301,0.4336,7.0,0.1294,0.1144,10.0,0.3416,10.0,1.0,1.0,0.0,0.0
35981.72,2555.88,1.0,2.0,0.05,38752.31,1.077,0.1269,18.0,,0.5365,38.53,5.0,27.42,27.54,5.0,0.5138,1.0,,4.0,0.4522,-1.0,-999.0,,-1.0,-1.0,,5.2,1.3,1.0,6.0,0.3004,19.0,503.28,36.9,2.0,-0.0451,0.2514,5.0,0.1388,0.0825,7.0,0.4888,9.0504,0.0,0.0,0.0,0.0
28477.57,1483.19,0.0,1.0,0.81,30920.95,1.0858,0.1995,,0.4285,0.5311,70.66,9.0,5.77,17.69,7.0,0.336,1.0,0.3892,5.0,0.2745,-1.0,-999.0,-1.0,-1.0,-1.0,23.0,1.5,0.0,1.0,12.0,0.1925,15.0,506.9,22.6,1.0,-0.0889,0.3037,7.0,0.1161,0.081,9.0,0.4087,10.0,,0.0,,0.0
